DataUploaded,ProcessedBy,DatePlanted,"PlanterType
",CollectionSite,CollectionDate,Species,TagID,Condition ,Mass(g),Width(cm),Propagule Length(cm),RadicleLength(cm),PropaguleColor,RadicleColor,Float(Y/N),PartofSomething,notes,,RetiredVariables,Damage?(Y/N),DateGerminated,total length(cm)
KH,KWG,11/23/2021,CC,SRBB,11/18/2021,AVGE,335,H,0.54,1.1,0.8,1.3,G,B,Y,,,,,N,11/22-11/23/21,2.1
KH,KWG,11/23/2021,CC,SRBB,11/18/2021,AVGE,336,N,0.34,1.3,0.6,1.5,G,G,Y,,"N, deformed leaves",,,Y,11/22-11/23/21,2.1
KH,KWG,11/23/2021,CC,SRBB,11/18/2021,AVGE,337,N,0.43,1.4,0.7,1,G,G,Y,,"N, deformed leaves",,,Y,11/22-11/23/21,1.7
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,338,H,1.96,1.9,1.3,1.6,G,G,N,,,,,Y,11/24/2022,2.9
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,339,"N,B,H",1.75,1.9,1,1.8,G,G,N,,,,,Y,11/24/2022,2.8
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,340,"H,N,B",1.06,1.6,1.1,1,G,G,N,,,,,Y,11/24/2022,2.1
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,341,N,0.95,1.7,1.2,1,G,G,N,,,,,Y,11/24/2022,2.2
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,342,B,1.53,1.8,1.6,1.5,G,G,N,,,,,Y,11/24/2022,3.1
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,343,"B,P",2.09,2,1.5,1.6,G,G,N,,,,,Y,11/24/2022,3.1
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,344,N,1.7,1.9,1.5,1.5,G,G,N,,,,,Y,11/24/2022,3
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,345,H,1.67,1.9,0.7,1.6,G,G,N,,,,,Y,11/24/2022,2.3
KH,NA,11/24/2022,CC,GP,11/15/2021,AVGE,346,"B,P",1.89,2,1.3,1.8,G,G,N,,,,,N,11/24/2022,3.1
KH,NA,11/24/2022,CC,SRHB,11/19/2021,AVGE,347,N,2.55,1.8,1.3,1.7,G,G,Y,,"DOUBLE RADICAL, N",,,Y,11/24/2022,3
KH,NA,11/24/2022,CC,SRHB,11/19/2021,AVGE,348,H,1.54,1.7,1,1.5,G,G,N,,,,,N,11/24/2022,2.5
KH,NA,11/24/2022,CC,SRHB,11/19/2021,AVGE,349,H,0.89,1.5,1,1.3,G,G,Y,,,,,Y,11/24/2022,2.3
KH,NA,11/24/2022,CC,SRHB,11/19/2021,AVGE,350,H,1.11,1.5,0.9,1.3,G,G,N,,,,,Y,11/24/2022,2.2
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,351,"B,P",2,2,1.2,2,G,G,N,,,,,N,11/24/2022,3.2
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,352,H,1.4,1.9,0.9,1.6,G,G,N,,,,,N,11/24/2022,2.5
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,353,H,1.53,1.8,0.9,1.6,G,G,N,,ONE SIDE DEFORMED,,,N,11/24/2022,2.5
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,354,N,1.65,1.8,1.1,1.6,G,G,N,,,,,Y,11/24/2022,2.7
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,355,H,0.87,1.4,1,1.2,G,G,N,,,,,N,11/24/2022,2.2
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,356,H,1.28,1.8,0.6,1.7,G,G,N,,,,,N,11/24/2022,2.3
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,357,H,1.4,1.9,1,1.4,G,G,N,,,,,Y,11/24/2022,2.4
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,358,H,1.33,1.7,0.6,1.6,G,G,N,,,,,N,11/24/2022,2.2
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,359,H,0.59,1.2,0.9,1.3,G,G,N,,,,,Y,11/24/2022,2.2
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,360,N,2,1.9,1,1.9,G,G,N,,,,,Y,11/24/2022,2.9
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,361,H,1,1.5,0.7,1.5,G,G,N,,,,,N,11/24/2022,2.2
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,362,H,1.2,1.5,0.9,1.5,G,G,N,,,,,Y,11/24/2022,2.4
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,363,H,1.29,1.6,1.2,1.3,G,G,N,,,,,N,11/24/2022,2.5
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,364,H,0.8,1.3,1,1.1,G,G,N,,,,,N,11/24/2022,2.1
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,365,H,1.19,1.7,0.7,1.6,G,G,N,,,,,N,11/24/2022,2.3
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,366,H,1.91,1.9,0.7,1.8,G,G,N,,SLIGHTLY DEFORMED,,,Y,11/24/2022,2.5
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,367,H,0.61,1.3,0.2,1.6,G,G,Y,,SLIGHTLY DEFORMED,,,Y,11/24/2022,1.8
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,368,H,0.94,1.4,0.5,1.8,G,G,Y,,,,,Y,11/24/2022,2.3
KH,NA,11/24/2022,CC,AL,11/19/2021,AVGE,369,N,1.42,1.7,0.9,1.4,G,G,N,,,,,Y,11/24/2022,2.3
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,370,H,0.82,1.2,0.8,1.7,G,Wt,Y,,,,,N,11/24-11/29/21,2.5
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,371,H,1.27,1.3,1.7,0.6,G,Wt,Y,,,,,N,11/24-11/29/21,2.3
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,372,H,0.72,1.1,1.2,0.8,G,Wt,Y,,,,,N,11/24-11/29/21,2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,373,N,0.55,1.2,0.9,0.9,G,Wt,Y,,,,,Y,11/24-11/29/21,1.8
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,374,N,0.67,1.2,1.2,0.9,G,Wt,Y,,,,,Y,11/24-11/29/21,2.1
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,375,H,1.34,1.5,1.5,0.9,G,Wt,Y,,,,,N,11/24-11/29/21,2.4
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,376,"B,P",0.46,1,1.1,1.1,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,377,"B,P",0.61,1,1.2,1,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,378,N,0.44,0.9,1.2,0.4,G,Wt,Y,,,,,Y,11/24-11/29/21,1.6
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,379,H,0.34,1.6,1,1.4,G,Wt,Y,,,,,N,11/24-11/29/21,2.4
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,380,H,1.16,1.3,1.3,1.5,G,Wt,Y,,,,,Y,11/24-11/29/21,2.8
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,381,H,0.49,1.6,1.6,0.9,G,Wt,Y,,,,,N,11/24-11/29/21,2.5
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,382,H,0.91,1.2,1.6,1.2,G,Wt,Y,,,,,N,11/24-11/29/21,2.8
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,383,N,0.78,1.3,0.8,1.2,G,Wt,Y,,,,,Y,11/24-11/29/21,2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,384,N,0.7,1.3,1,1.3,G,Wt,Y,,,,,Y,11/24-11/29/21,2.3
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,385,H,0.32,1.5,1.1,1.8,G,Wt,Y,,,,,N,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,386,N,0.58,1.2,1,1,G,Wt,Y,,,,,Y,11/24-11/29/21,2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,387,N,1.28,1.5,1.1,1.9,G,Wt,Y,,,,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,388,N,0.91,1.3,0.9,1.7,G,Wt,Y,,,,,Y,11/24-11/29/21,2.6
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,389,H,0.38,0.9,1.1,0.7,G,Wt,Y,,,,,N,11/24-11/29/21,1.8
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,390,H,1.2,1.5,0.9,1.7,G,Wt,Y,,,,,N,11/24-11/29/21,2.6
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,391,H,0.79,1.2,1.2,1.2,G,Wt,Y,,,,,N,11/24-11/29/21,2.4
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,392,H,1.17,1.4,1,1.2,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,393,H,1.39,1.6,0.9,1.7,G,Wt,Y,,,,,N,11/24-11/29/21,2.6
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,394,H,0.86,1.2,0.9,1.3,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,395,H,0.8,1.3,0.8,1.3,G,Wt,Y,,,,,N,11/24-11/29/21,2.1
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,396,H,0.55,1.2,0.5,1.4,G,Wt,Y,,,,,Y,11/24-11/29/21,1.9
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,397,H,0.53,1.1,1,1.3,G,Wt,Y,,,,,N,11/24-11/29/21,2.3
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,398,N,0.67,1.1,0.7,1.4,G,Wt,Y,,,,,Y,11/24-11/29/21,2.1
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,399,H,1.7,1.8,1.1,2.1,G,Wt,Y,,,,,N,11/24-11/29/21,3.2
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,400,B,1.03,1.4,0.9,1.5,G,Wt,Y,,,,,Y,11/24-11/29/21,2.4
KH,NA,11/29/2021,CC,SRHB,11/19/2021,AVGE,401,H,0.77,1.2,0.9,1,G,Wt,Y,,,,,Y,11/24-11/29/21,1.9
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,402,H,1.66,2.1,1.4,2.5,G,Wt,Y,,"open, H",,,Y,11/24-11/29/21,3.9
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,403,H,0.41,1.2,1.2,0.8,G,Wt,Y,,"open, H",,,N,11/24-11/29/21,2
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,404,"B,P,N",0.89,1,1.1,1.9,G,Wt,Y,,,,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,405,H,1.4,1.9,1.2,2.5,G,Wt,Y,,,,,Y,11/24-11/29/21,3.7
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,406,"B,P,N",2.48,2,2.5,0.5,G,Wt,Y,,,,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,407,H,1.25,1.5,1.8,2.5,G,Wt,Y,,,,,N,11/24-11/29/21,4.3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,408,H,1.24,1.7,1.7,1.3,G,Wt,Y,,,,,N,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,409,H,0.84,1.5,1.1,1.5,G,Wt,Y,,,,,N,11/24-11/29/21,2.6
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,410,H,0.62,1.2,0.8,1.2,G,Wt,Y,,,,,N,11/24-11/29/21,2
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,411,H,0.23,0.6,0.5,1,G,Wt,Y,,,,,Y,11/24-11/29/21,0.5
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,412,H,2.18,2.3,1,2,G,Wt,Y,,,,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,413,"B,P",0.68,1,1.1,1,G,Wt,Y,,,,,N,11/24-11/29/21,2.1
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,414,N,1,1.3,0.9,2.1,G,Wt,Y,,,,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,415,H,1.03,1.4,1.1,2,G,Wt,Y,,,,,N,11/24-11/29/21,3.1
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,416,H,0.7,1.4,1.1,1.9,G,Wt,Y,,,,,N,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,417,H,0.75,1.3,0.9,2,G,Wt,Y,,,,,N,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,418,H,1.49,2.2,1.4,2,G,Wt,Y,,,,,N,11/24-11/29/21,3.4
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,419,"B,P",1.43,1,0.3,1.7,G,Wt,Y,,Deformed shape,,,N,11/24-11/29/21,2
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,420,H,1.05,1.2,1.4,1.5,G,Wt,Y,,,,,N,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,421,H,1,1.7,1.1,1.9,G,Wt,Y,,H,,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,422,N,1.03,1.6,1,2,G,Wt,Y,,N,,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,423,H,1.2,1.6,1.1,2,G,Wt,Y,,,,,N,11/24-11/29/21,3.1
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,424,H,1.66,1.9,1.8,2,G,Wt,Y,,,,,N,11/24-11/29/21,3.8
KH,NA,11/29/2021,CC,AL,11/19/2021,AVGE,425,N,1.18,1.5,1.5,2,G,Wt,Y,,N,,,Y,11/24-11/29/21,3.5
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,426,H,1.59,1.7,2.7,0.2,G,Wt,Y,,H,,,Y,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,427,H,1.42,1.7,1.8,1.1,G,Wt,Y,,,,,N,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,428,N,1.48,1.8,0.8,2.3,G,Wt,Y,,N,,,Y,11/24-11/29/21,3.1
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,429,B,1.24,1.5,1.1,3.1,G,Wt,Y,,B,,,Y,11/24-11/29/21,4.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,430,H,2.29,1.8,1.5,2.2,G,Wt,Y,,,,,N,11/24-11/29/21,3.7
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,431,N,1.53,1.6,1.3,2,G,Wt,Y,,N,,,Y,11/24-11/29/21,3.3
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,432,H,1.43,1.7,0.8,1.9,G,Wt,Y,,,,,N,11/24-11/29/21,2.7
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,433,H,1.59,1.1,0.4,1.6,G,Wt,Y,,,,,N,11/24-11/29/21,2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,434,H,1.07,1.3,1,1.4,G,Wt,Y,,,,,N,11/24-11/29/21,2.4
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,435,H,1.75,1.7,1.3,2.2,G,Wt,Y,,,,,N,11/24-11/29/21,3.5
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,436,H,1.85,1.7,0.8,1.5,G,Wt,Y,,,,,N,11/24-11/29/21,2.3
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,437,N,1.72,1.8,1.7,2.1,G,Wt,Y,,N,,,Y,11/24-11/29/21,3.8
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,438,H,1.92,1.4,0.9,1.2,G,Wt,Y,,,,,N,11/24-11/29/21,2.1
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,439,H,1.25,1.6,0.5,1.7,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,440,H,1.48,1.5,1.4,1.9,G,Wt,Y,,,,,N,11/24-11/29/21,3.3
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,441,H,1.71,1.6,1.4,2.5,G,Wt,Y,,N,,,Y,11/24-11/29/21,3.9
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,442,N,1.81,1.5,1.9,1.2,G,Wt,Y,,"N, H",,,Y,11/24-11/29/21,3.1
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,443,H,0.88,1.4,0.9,2.3,G,Wt,Y,,,,,N,11/24-11/29/21,3.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,444,N,1.34,1.6,0.8,1.9,G,Wt,Y,,N,,,Y,11/24-11/29/21,2.7
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,445,H,1.82,1.7,0.9,1.9,G,Wt,Y,,,,,N,11/24-11/29/21,2.8
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,446,H,0.93,1.3,0.9,1.8,G,Wt,Y,,,,,N,11/24-11/29/21,2.7
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,447,N,1.59,1.7,0.9,1.9,G,Wt,Y,,N,,,Y,11/24-11/29/21,2.8
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,448,N,1.18,1.5,1.6,1.6,G,Wt,Y,,N,,,Y,11/24-11/29/21,3.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,449,H,1.62,1.5,1.7,1.8,G,Wt,Y,,,,,N,11/24-11/29/21,3.5
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,450,H,1.41,1.7,0.7,1.8,G,Wt,Y,,,,,N,11/24-11/29/21,2.5
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,451,H,2.05,1.9,0.9,2.1,G,Wt,Y,,,,,N,11/24-11/29/21,3
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,452,N,1.31,1.7,1.2,1.7,G,Wt,Y,,N,,,Y,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,453,"G,N",1.72,1.8,1.4,1.6,G,Wt,Y,,"N, G",,,Y,11/24-11/29/21,3
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,454,P,0.84,1.2,0.6,1.3,G,Wt,Y,,"H, worm removed :(",,,Y,11/24-11/29/21,1.9
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,455,H,1.13,1.5,0.8,1.4,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,456,H,0.69,1.2,0.6,1.6,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,457,H,1.68,1.6,1.2,1.9,G,Wt,Y,,,,,N,11/24-11/29/21,3.1
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,458,H,1.74,1.8,0.8,2.1,G,Wt,Y,,,,,N,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,459,H,0.88,1.5,0.8,1.4,G,Wt,Y,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,460,H,1.16,1.4,1.1,1.9,G,Wt,Y,,,,,N,11/24-11/29/21,3
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,461,H,1,1.3,0.9,1.4,G,Wt,N,,,,,N,11/24-11/29/21,2.3
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,462,H,1.65,1.5,1.2,1.9,G,Wt,N,,,,,N,11/24-11/29/21,3.1
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,463,H,1.26,1.5,0.9,1.8,G,Wt,N,,,,,N,11/24-11/29/21,2.7
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,464,N,0.97,1.1,0.6,1.5,G,Wt,N,,N,,,Y,11/24-11/29/21,2.1
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,465,H,0.68,1.2,0.8,1.4,G,Wt,N,,,,,N,11/24-11/29/21,2.2
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,466,H,1.38,1.3,1,1.5,G,Wt,N,,,,,N,11/24-11/29/21,2.5
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,467,H,1.32,1.5,1.1,1.8,G,Wt,N,,,,,N,11/24-11/29/21,2.9
KH,NA,11/29/2021,CC,GP,11/15/2021,AVGE,468,H,0.52,1.2,0.4,1.5,G,Wt,N,,,,,N,11/24-11/29/21,1.9
KH,NA,UNK,UNK,UNK,UNK,AVGE,469,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,470,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,471,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,472,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,473,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,474,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,475,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,476,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,477,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,UNK,UNK,UNK,UNK,AVGE,478,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,,,,,,UNK
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,479,H,2.22,2.1,1.3,3,G,G,Y,,,,,N,6/24/2022,4.3
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,480,"B,P",2.04,2,1.3,3.3,G,G,Y,,B,,,N,6/24/2022,4.6
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,481,"B,P",1.9,2,1,2.3,G,G,Y,,,,,N,6/24/2022,3.3
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,482,H,1.83,2.3,1.5,3,G,G,Y,,,,,N,6/24/2022,4.5
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,483,H,1.61,1.8,1.1,2.1,G,G,Y,,,,,N,6/24/2022,3.2
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,484,"B,P",1.95,2,1.7,2.5,G,G,Y,,,,,N,6/24/2022,4.2
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,485,H,1.36,1.8,0.6,2.5,G,G,Y,,,,,N,6/24/2022,3.1
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,486,H,1.76,1.9,1.6,3.2,G,G,Y,,,,,N,6/24/2022,4.8
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,487,"B,P",1.79,2,0.7,2.8,G,G,Y,,,,,N,6/24/2022,3.5
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,488,H,1.6,2.1,1.3,2.5,G,G,Y,,,,,N,6/24/2022,3.8
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,489,H,1.24,1.3,1.1,3,GB,G,Y,,,,,N,6/24/2022,4.1
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,490,"B,P",1.74,2,1.3,2.2,G,G,Y,,,,,N,6/24/2022,3.5
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,491,H,1.91,1.9,0.7,1.8,G,G,Y,,,,,N,6/24/2022,2.5
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,492,H,1.54,1.7,0.6,1.7,G,G,Y,,,,,N,6/24/2022,2.3
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,493,H,0.61,1.2,0.4,1.5,G,G,Y,,,,,N,6/24/2022,1.9
KH,NA,6/24/2022,"3""TP",STEER Basin,6/24/2022,AVGE,494,H,1.75,1.6,1,2.5,G,G,Y,,,,,N,6/24/2022,3.5
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,495,H,1.5,2.1,1.4,1.5,G,G,Y,,Fuzzy rad,,,N,7/7/2022,2.9
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,496,H,1.76,2.5,1.5,1.5,G,G,Y,,,,,N,7/7/2022,3
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,497,"B,P",1.11,2,1.1,1.5,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,498,H,1.82,1.8,0.8,1.3,G,G,Y,,,,,N,7/7/2022,2.1
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,499,H,1.84,2.5,1,1.7,GB,GB,N,,B,,,Y,7/7/2022,2.7
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,500,H,1.27,1.5,0.3,1.8,G,GB,Y,,,,,N,7/7/2022,2.1
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,501,"B,P",1.93,2,1.1,1.5,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,502,H,3,2.1,3.2,2,G,GB,Y,,B,,,Y,7/7/2022,5.2
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,503,H,1,1.3,0.9,1.2,G,G,Y,,,,,N,7/7/2022,2.1
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,504,H,1.54,1.7,1.1,1.6,G,G,Y,,,,,N,7/7/2022,2.7
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,505,H,1.62,1.7,1.2,1.4,G,G,Y,,,,,N,7/7/2022,2.6
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,506,"B,P",2.45,2,1.7,1.3,G,B,Y,,,,,N,7/7/2022,3
KH,NA,7/7/2022,"3""TP",STEER Basin,7/7/2022,AVGE,507,H,2.31,1.9,1.4,1.5,G,G,N,,,,,N,7/7/2022,2.9
